Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
NOT TAGGED,!12056PWSA04,AK,PWSA,H,CANNERY CREEK,2004,CANNERY CR,,PINK,FED FRY     ,0.42,,2005,CANNERY CR 222-50,5/22/2005,0,126575805,,2,TM,"3,3H","1:1.3,2.3",CCH04,
NOT TAGGED,!12054PWSA03,AK,PWSA,H,GULKANA,2004,GULKANA,,SOCKEYE,FED FRY     ,0.29,29,2005,CROSSWIND LK 212-20,6/2/2005,0,3703295,,2,TM,HS1,2:1.S1,GULKANA04,
NOT TAGGED,!12054PWSA02,AK,PWSA,H,GULKANA,2004,GULKANA R,,SOCKEYE,EMERGENT FRY,0.17,,2005,PAXSON LK 212-20,3/30/2005,0,1433480,,2,TM,HS1,2:1.S1,GULKANA04,
NOT TAGGED,!12054PWSA01,AK,PWSA,H,GULKANA,2004,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2005,PAXSON LK 212-20,6/2/2005,0,1874585,,2,TM,HS1,2:1.S1,GULKANA04,
NOT TAGGED,!01064PWSA06,AK,PWSA,H,MAIN BAY,2004,MAIN BAY,,SOCKEYE,SMOLT       ,9.5,92,2006,MAIN BAY 225-20,5/26/2006,0,8302760,,2,TM,"3,2H2","1:1.3,2.2+3.2",MAINBAY04,
NOT TAGGED,!12054PWSA08,AK,PWSA,H,MAIN BAY,2004,MAIN BAY,,SOCKEYE,FINGERLING  ,2.86,66,2005,MARSHA LK 226-30,10/13/2005,0,419336,,2,TM,"3,2H2","1:1.3,2.2+3.2",MAINBAY04,
NOT TAGGED,!12054PWSA05,AK,PWSA,H,MAIN BAY,2004,MAIN BAY,COGHILL LK,SOCKEYE,FED FRY     ,0.38,35,2005,SOLF LK 226-10 (B),6/21/2005,0,260971,,2,TM,"4,2H5","1:1.4,2.2+3.5",SOLFLAKE04,
NOT TAGGED,!12055PWSA03,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.49,59,2005,LAKE BAY 223-40,5/18/2005,0,70862546,,2,TM,"5,2H","1:1.5,2.2",WNH04A,
NOT TAGGED,!12055PWSA02,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,WELLS R,CHUM,EMERGENT FRY,0.34,,2005,LAKE BAY 223-40,3/19/2005,0,480888,,2,TM,"5,2H","1:1.5,2.2",WNH04A,
NOT TAGGED,!12055PWSA05,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.18,58,2005,PORT CHALMERS 227-20,5/16/2005,0,15617790,,2,TM,3H3,1:1.3+2.3,PORTCHALMERS04B,
NOT TAGGED,!12055PWSA04,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.18,58,2005,PORT CHALMERS 227-20,5/16/2005,0,25061159,,2,TM,3H,01:01.3,PORTCHALMERS04A,
NOT TAGGED,!12055PWSA01,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.9,53,2005,SAWMILL BAY 226-40,5/18/2005,0,15163742,,2,TM,3H,01:01.3,PORTCHALMERS04A,
NOT TAGGED,!01062PWSA03,AK,PWSA,H,WALLY NOERENBERG,2004,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,16.65,,2006,CHENEGA BAY 226-40,5/27/2006,0,50000,,2,TM,3H,01:01.3,WNH04COHO,
NOT TAGGED,!01062PWSA01,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,20.78,,2006,FLEMING SPIT 221-10,6/2/2006,0,36748,,2,TM,3H,01:01.3,WNH04COHO,
NOT TAGGED,!01062PWSA04,AK,PWSA,H,WALLY NOERENBERG,2004,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,18.21,,2006,LAKE BAY 223-40,5/29/2006,0,866319,,2,TM,3H,01:01.3,WNH04COHO,
NOT TAGGED,!01062PWSA02,AK,PWSA,H,WALLY NOERENBERG,2004,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,16.65,,2006,WHITTIER HBR 224-10,5/26/2006,0,99830,,2,TM,3H,01:01.3,WNH04COHO,
NOT TAGGED,!12056PWSA07,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.56,43,2005,LAKE BAY 223-40,5/16/2005,0,56813803,,2,TM,8H,01:01.8,WNH04EPINK,
NOT TAGGED,!12056PWSA08,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.7,46,2005,LAKE BAY 223-40,5/16/2005,0,24264113,,2,TM,8H3,1:1.8+2.3,WNH04L1PINK,
NOT TAGGED,!12056PWSA09,AK,PWSA,H,WALLY NOERENBERG,2004,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.63,,2005,LAKE BAY 223-40,5/16/2005,0,2983004,,2,TM,8H5,1:1.8+2.5,WNH04L2PINK,
NOT TAGGED,!01062VFDA01,AK,VFDA,H,SOLOMON GULCH,2004,SOLOMON GULCH 221-60,,COHO,SMOLT       ,19.3,,2006,SOLOMON GULCH 221-60,6/9/2006,0,1511592,,2,TM,6H,01:01.6,SGH04COHO,
NOT TAGGED,!12056VFDA02,AK,VFDA,H,SOLOMON GULCH,2004,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.48,44,2005,SOLOMON GULCH 221-60,4/29/2005,0,72373377,,2,TM,6H,01:01.6,SGH04,
NOT TAGGED,!12056VFDA01,AK,VFDA,H,SOLOMON GULCH,2004,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.51,43,2005,SOLOMON GULCH 221-60,4/26/2005,0,72690212,,2,TM,6H,01:01.6,SGH04,
NOT TAGGED,!12056VFDA03,AK,VFDA,H,SOLOMON GULCH,2004,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.81,50,2005,SOLOMON GULCH 221-60,5/9/2005,0,77154980,,2,TM,6H,01:01.6,SGH04,
NOT TAGGED,!01071ADFG02,AK,ADFG,H,FORT RICHARDSON,2005,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,9.6,,2007,FLEMING SPIT 221-10,6/6/2007,0,119860,,2,TM,"2,4H","1:1.2,2.4",PWS05CHIN,
NOT TAGGED,!01071ADFG06,AK,ADFG,H,FORT RICHARDSON,2005,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,9.7,,2007,VALDEZ OLD TOWN SITE 221,6/8/2007,0,126241,,2,TM,"2,4H","1:1.2,2.4",PWS05CHIN,
NOT TAGGED,!01066PWSA03,AK,PWSA,H,A F KOERNIG,2005,A F KOERNIG,,PINK,FED FRY     ,0.88,,2006,SAWMILL BAY 226-40,5/26/2006,0,26615049,,2,TM,4H5,1:1.4+2.5,AFK05C,
NOT TAGGED,!01066PWSA01,AK,PWSA,H,A F KOERNIG,2005,A F KOERNIG,,PINK,FED FRY     ,0.6,,2006,SAWMILL BAY 226-40,5/10/2006,0,88453888,,2,TM,4H,01:01.4,AFK05A,
NOT TAGGED,!01066PWSA02,AK,PWSA,H,A F KOERNIG,2005,A F KOERNIG,,PINK,FED FRY     ,0.91,,2006,SAWMILL BAY 226-40,5/26/2006,0,44547676,,2,TM,4H3,1:1.4+2.3,AFK05B,
NOT TAGGED,!01066PWSA04,AK,PWSA,H,CANNERY CREEK,2005,CANNERY CR,,PINK,FED FRY     ,0.44,35,2006,CANNERY CR 222-50,5/30/2006,0,138157160,,2,TM,"3,3H","1:1.3,2.3",CCH05,
NOT TAGGED,!01064PWSA03,AK,PWSA,H,GULKANA,2005,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2006,CROSSWIND LK 212-20,6/7/2006,0,10017211,,2,TM,HS1,2:1.S1,GULKANA05,
NOT TAGGED,!01064PWSA01,AK,PWSA,H,GULKANA,2005,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2006,PAXSON LK 212-20,5/26/2006,0,5523920,,2,TM,HS1,2:1.S1,GULKANA05,
NOT TAGGED,!01064PWSA02,AK,PWSA,H,GULKANA,2005,GULKANA R,,SOCKEYE,FED FRY     ,0.22,29,2006,SUMMIT LK 212-20,5/25/2006,0,4681325,,2,TM,HS1,2:1.S1,GULKANA05,
NOT TAGGED,!01074PWSA06,AK,PWSA,H,MAIN BAY,2005,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,9.34,95,2007,MAIN BAY 225-20,5/28/2007,0,9150000,,2,TM,"3,2H5","1:1.3,2.2+3.5",MAINBAY05,
NOT TAGGED,!01064PWSA05,AK,PWSA,H,MAIN BAY,2005,MAIN BAY,,SOCKEYE,FED FRY     ,0.52,,2006,SOLF LK 226-10 (B),7/7/2006,0,126002,,2,TM,"3,3H5,2","1:1.3,2.3+3.5,4.2",SOLFLAKE05,
NOT TAGGED,!01065PWSA03,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.48,,2006,LAKE BAY 223-40,5/26/2006,0,90403140,,2,TM,"1,5H","1:1.1,2.5",WNH05,
NOT TAGGED,!01065PWSA04,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.58,,2006,PORT CHALMERS 227-20,5/22/2006,0,39815183,,2,TM,"1,2n,3H","1:1.1,2.2n,3.3",PORTCHALMERS05,
NOT TAGGED,!01065PWSA01,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2,,2006,SAWMILL BAY 226-40,5/27/2006,0,15797568,,2,TM,"1,2,1,2H","1:1.1,2.2,3.1,4.2",WNH05B,
NOT TAGGED,!01072PWSA03,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,,COHO,SMOLT       ,15.72,,2007,CHENEGA BAY 226-40,5/23/2007,0,50000,,2,TM,3H,01:01.3,WNH05COHO,
NOT TAGGED,!01072PWSA01,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,15.72,,2007,FLEMING SPIT 221-10,5/21/2007,0,100000,,2,TM,3H,01:01.3,WNH05COHO,
NOT TAGGED,!01072PWSA04,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,14.34,,2007,LAKE BAY 223-40,5/23/2007,0,1600000,,2,TM,3H,01:01.3,WNH05COHO,
NOT TAGGED,!01072PWSA02,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,14.73,,2007,WHITTIER HBR 224-10,5/29/2007,0,100000,,2,TM,3H,01:01.3,WNH05COHO,
NOT TAGGED,!01066PWSA07,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.45,,2006,LAKE BAY 223-40,5/6/2006,0,46327089,,2,TM,8H,01:01.8,WNH05PINKA,
NOT TAGGED,!01066PWSA08,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.67,,2006,LAKE BAY 223-40,5/26/2006,0,16053311,,2,TM,8H3,1:1.8+2.3,WNH05PINKB,
NOT TAGGED,!01066PWSA09,AK,PWSA,H,WALLY NOERENBERG,2005,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.67,,2006,LAKE BAY 223-40,5/26/2006,0,22414928,,2,TM,8H5,1:1.8+2.5,WNH05PINKC,
NOT TAGGED,!01072VFDA01,AK,VFDA,H,SOLOMON GULCH,2005,SOLOMON GULCH 221-60,,COHO,SMOLT       ,20.3,,2007,SOLOMON GULCH 221-60,6/15/2007,0,1973604,,2,TM,2H,01:01.2,SGH05COHO,
NOT TAGGED,!01066VFDA02,AK,VFDA,H,SOLOMON GULCH,2005,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.51,44,2006,SOLOMON GULCH 221-60,5/2/2006,0,72608203,,2,TM,6H,01:01.6,SGH05,
NOT TAGGED,!01066VFDA01,AK,VFDA,H,SOLOMON GULCH,2005,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.87,47,2006,SOLOMON GULCH 221-60,5/16/2006,0,72166730,,2,TM,6H,01:01.6,SGH05,
NOT TAGGED,!01066VFDA03,AK,VFDA,H,SOLOMON GULCH,2005,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.55,45,2006,SOLOMON GULCH 221-60,5/4/2006,0,72146280,,2,TM,6H,01:01.6,SGH05,
NOT TAGGED,!01081ADFG03,AK,ADFG,H,FORT RICHARDSON,2006,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,10.4,,2008,FLEMING SPIT 221-10,6/8/2008,0,114627,,2,TM,"2,4H","1:1.2,2.4",PWS06CHIN,
NOT TAGGED,!01081ADFG04,AK,ADFG,H,FORT RICHARDSON,2006,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,11.9,,2008,VALDEZ OLD TOWN SITE 221,6/11/2008,0,126703,,2,TM,"2,4H","1:1.2,2.4",PWS06CHIN,
NOT TAGGED,!01076PWSA01,AK,PWSA,H,A F KOERNIG,2006,A F KOERNIG,,PINK,FED FRY     ,0.51,,2007,SAWMILL BAY 226-40,5/5/2007,0,88000000,,2,TM,4H3,1:1.4+2.3,AFK06B,
NOT TAGGED,!01076PWSA02,AK,PWSA,H,A F KOERNIG,2006,A F KOERNIG,,PINK,FED FRY     ,0.62,,2007,SAWMILL BAY 226-40,5/19/2007,0,91000000,,2,TM,4H,01:01.4,AFK06A,
NOT TAGGED,!01076PWSA04,AK,PWSA,H,CANNERY CREEK,2006,CANNERY CR,,PINK,FED FRY     ,0.52,42,2007,CANNERY CR 222-50,5/29/2007,0,141000000,,2,TM,"3,3H","1:1.3,2.3",CCH06,
NOT TAGGED,!01074PWSA03,AK,PWSA,H,GULKANA,2006,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2007,CROSSWIND LK 212-20,6/4/2007,0,10000000,,2,TM,HS1,2:1.S1,GULKANA06,
NOT TAGGED,!01074PWSA04,AK,PWSA,H,GULKANA,2006,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,27,2007,PAXSON LK 212-20,4/13/2007,0,1140000,,2,TM,HS1,2:1.S1,GULKANA06,
NOT TAGGED,!01074PWSA01,AK,PWSA,H,GULKANA,2006,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2007,PAXSON LK 212-20,5/28/2007,0,4860000,,2,TM,HS1,2:1.S1,GULKANA06,
NOT TAGGED,!01074PWSA02,AK,PWSA,H,GULKANA,2006,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2007,SUMMIT LK 212-20,5/20/2007,0,6000000,,2,TM,HS1,2:1.S1,GULKANA06,
NOT TAGGED,!01084PWSA05,AK,PWSA,H,MAIN BAY,2006,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,10.45,,2008,MAIN BAY 225-20,5/25/2008,0,8520000,,2,TM,"3,2H2,2","1:1.3,2.2+3.2,4.2",MAINBAY06,
NOT TAGGED,!01074PWSA05,AK,PWSA,H,MAIN BAY,2006,MAIN BAY,COGHILL LK,SOCKEYE,FED FRY     ,0.36,,2007,SOLF LK 226-10 (B),7/3/2007,0,117000,,2,TM,"3,2H2,4","1:1.3,2.2+3.2,4.4",SOLFLAKE06,
NOT TAGGED,!01075PWSA03,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.99,,2007,LAKE BAY 223-40,5/20/2007,0,25300000,,2,TM,"1,2,3H","1:1.1,2.2,3.3",WNH06,
NOT TAGGED,!01075PWSA04,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.99,,2007,LAKE BAY 223-40,5/20/2007,0,34400000,,2,TM,"3,2n,1H","1:1.3,2.2n,3.1",PORTCHALMERS06,
NOT TAGGED,!01075PWSA02,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.99,,2007,LAKE BAY 223-40,5/20/2007,0,13800000,,2,TM,"1,2,2,1H","1:1.1,2.2,3.2,4.1",WNH06B,
NOT TAGGED,!01075PWSA05,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.12,,2007,PORT CHALMERS 227-20,5/18/2007,0,40100000,,2,TM,"1,2,3H","1:1.1,2.2,3.3",WNH06,
NOT TAGGED,!01075PWSA01,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.72,,2007,SAWMILL BAY 226-40,6/1/2007,0,15500000,,2,TM,"1,2,3H","1:1.1,2.2,3.3",WNH06,
NOT TAGGED,!01082PWSA04,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,12.44,,2008,CHENEGA BAY 226-40,5/17/2008,0,50000,,2,TM,3H,01:01.3,WNH06COHO,
NOT TAGGED,!01082PWSA03,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,11.58,,2008,FLEMING SPIT 221-10,5/28/2008,0,100000,,2,TM,3H,01:01.3,WNH06COHO,
NOT TAGGED,!01082PWSA01,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,16.07,,2008,LAKE BAY 223-40,6/6/2008,0,1680000,,2,TM,3H,01:01.3,WNH06COHO,
NOT TAGGED,!01082PWSA02,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,11.58,,2008,WHITTIER HBR 224-10,5/28/2008,0,100000,,2,TM,3H,01:01.3,WNH06COHO,
NOT TAGGED,!01076PWSA07,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.38,,2007,LAKE BAY 223-40,5/8/2007,0,38300000,,2,TM,8H3,1:1.8+2.3,WNH06PINKB,
NOT TAGGED,!01076PWSA08,AK,PWSA,H,WALLY NOERENBERG,2006,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.54,,2007,LAKE BAY 223-40,5/20/2007,0,38900000,,2,TM,8H,01:01.8,WNH06PINKA,
NOT TAGGED,!01082VFDA01,AK,VFDA,H,SOLOMON GULCH,2006,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,19.54,,2008,SOLOMON GULCH 221-60,6/13/2008,0,1828100,,2,TM,5H,01:01.5,SGH06COHO,
NOT TAGGED,!01076VFDA02,AK,VFDA,H,SOLOMON GULCH,2006,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.6,41,2007,SOLOMON GULCH 221-60,5/4/2007,0,72495560,,2,TM,6H,01:01.6,SGH06,
NOT TAGGED,!01076VFDA01,AK,VFDA,H,SOLOMON GULCH,2006,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.44,39,2007,SOLOMON GULCH 221-60,5/1/2007,0,72303928,,2,TM,6H,01:01.6,SGH06,
NOT TAGGED,!01076VFDA03,AK,VFDA,H,SOLOMON GULCH,2006,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.91,49,2007,SOLOMON GULCH 221-60,5/16/2007,0,75608814,,2,TM,6H,01:01.6,SGH06,
NOT TAGGED,!01091ADFG04,AK,ADFG,H,FORT RICHARDSON,2007,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,7.5,,2009,FLEMING SPIT 221-10,6/21/2009,0,68173,,2,TM,"2,4H","1:1.2,2.4",PWS07CHIN,"REARED 11 DAYS AT FLEMING SPIT.TRANS AND HOLDING MORTS=41,470."
NOT TAGGED,!01091ADFG05,AK,ADFG,H,FORT RICHARDSON,2007,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,7.5,,2009,VALDEZ OLD TOWN SITE 221,7/28/2009,0,107883,,2,TM,"2,4H","1:1.2,2.4",PWS07CHIN,
NOT TAGGED,!01086PWSA01,AK,PWSA,H,A F KOERNIG,2007,A F KOERNIG,,PINK,FED FRY     ,0.69,44,2008,SAWMILL BAY 226-40,5/10/2008,0,72100000,,2,TM,4H3,1:1.4+2.3,AFK07B,
NOT TAGGED,!01086PWSA02,AK,PWSA,H,A F KOERNIG,2007,A F KOERNIG,,PINK,FED FRY     ,0.77,49,2008,SAWMILL BAY 226-40,5/20/2008,0,71900000,,2,TM,4H,01:01.4,AFK07A,
NOT TAGGED,!01086PWSA03,AK,PWSA,H,CANNERY CREEK,2007,CANNERY CR,,PINK,FED FRY     ,0.45,39,2008,CANNERY CR 222-50,6/2/2008,0,131000000,,2,TM,"3,3H","1:1.3,2.3",CCH07,
NOT TAGGED,!01084PWSA02,AK,PWSA,H,GULKANA,2007,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2008,CROSSWIND LK 212-20,5/29/2008,0,9980000,,2,TM,HS1,2:1.S1,GULKANA07,
NOT TAGGED,!01084PWSA03,AK,PWSA,H,GULKANA,2007,GULKANA R,,SOCKEYE,FED FRY     ,0.22,29,2008,PAXSON LK 212-20,5/14/2008,0,4660000,,2,TM,HS1,2:1.S1,GULKANA07,
NOT TAGGED,!01084PWSA01,AK,PWSA,H,GULKANA,2007,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,27,2008,PAXSON LK 212-20,4/14/2008,0,1340000,,2,TM,HS1,2:1.S1,GULKANA07,
NOT TAGGED,!01084PWSA04,AK,PWSA,H,GULKANA,2007,GULKANA,,SOCKEYE,FED FRY     ,0.22,29,2008,SUMMIT LK 212-20,5/5/2008,0,6000000,,2,TM,HS1,2:1.S1,GULKANA07,
NOT TAGGED,!01084PWSA07,AK,PWSA,H,MAIN BAY,2007,MAIN BAY,,SOCKEYE,FED FRY     ,3.58,,2008,MAIN BAY 225-20,10/17/2008,0,627000,,2,TM,"3,2H3","1:1.3,2.2+3.3",MAINBAY07,FED FRY WILL LIKELY NOT SURVIVE DUE TO INABILITY TO OSMOREGULATE IN SALTWATER.
NOT TAGGED,!01094PWSA06,AK,PWSA,H,MAIN BAY,2007,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,11.05,104,2009,MAIN BAY 225-20,5/27/2009,0,8340000,,2,TM,"3,2H3","1:1.3,2.2+3.3",MAINBAY07,
NOT TAGGED,!01084PWSA06,AK,PWSA,H,MAIN BAY,2007,MAIN BAY,COGHILL LK,SOCKEYE,FED FRY     ,0.49,,2008,SOLF LK 226-10 (B),6/25/2008,0,120000,,2,TM,"2,3H1,3","1:1.2,2.3+3.1,4.3",SOLFLAKE07,
NOT TAGGED,!01085PWSA02,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.51,,2008,LAKE BAY 223-40,6/3/2008,0,76900000,,2,TM,"5,1H","1:1.5,2.1",WNH07A,
NOT TAGGED,!01085PWSA03,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.03,,2008,PORT CHALMERS 227-20,5/23/2008,0,38900000,,2,TM,"1,3n,2H","1:1.1,2.3n,3.2",PORTCHALMERS07,
NOT TAGGED,!01085PWSA01,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.44,,2008,SAWMILL BAY 226-40,6/1/2008,0,15700000,,2,TM,"1,4,1H","1:1.1,2.4,3.1",WNH07B,
NOT TAGGED,!01092PWSA04,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,9.54,,2009,CHENEGA BAY 226-40,5/31/2009,0,20000,,2,TM,3H,01:01.3,WNH07COHO,
NOT TAGGED,!01092PWSA03,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,9.52,,2009,FLEMING SPIT 221-10,6/1/2009,0,80000,,2,TM,3H,01:01.3,WNH07COHO,
NOT TAGGED,!01092PWSA01,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,13.4,111,2009,LAKE BAY 223-40,6/3/2009,0,106000,,2,TM,3H,01:01.3,WNH07COHO,
NOT TAGGED,!01092PWSA02,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,MILE 18 CR 212-10,COHO,SMOLT       ,9.5,,2009,WHITTIER HBR 224-10,6/3/2009,0,20000,,2,TM,3H,01:01.3,WNH07COHO,
NOT TAGGED,!01086PWSA05,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.55,,2008,LAKE BAY 223-40,5/20/2008,0,61000000,,2,TM,8H3,1:1.8+2.3,WNH07PINKB,
NOT TAGGED,!01086PWSA04,AK,PWSA,H,WALLY NOERENBERG,2007,WALLY NOERENBERG,LARSEN+EWAN+GALENA,PINK,FED FRY     ,0.44,,2008,LAKE BAY 223-40,5/10/2008,0,75000000,,2,TM,8H,01:01.8,WNH07PINKA,
NOT TAGGED,!01092VFDA01,AK,VFDA,H,SOLOMON GULCH,2007,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,24.35,128,2009,SOLOMON GULCH 221-60,6/15/2009,0,1525927,,2,TM,6H,01:01.6,SGH07COHO,
NOT TAGGED,!01086VFDA01,AK,VFDA,H,SOLOMON GULCH,2007,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.62,41,2008,SOLOMON GULCH 221-60,5/16/2008,0,199639850,,2,TM,6H,01:01.6,SGH07,
NOT TAGGED,!01101ADFG01,AK,ADFG,H,FORT RICHARDSON,2008,DECEPTION CR + SHIP CR,WILLOW CR 247-41,CHINOOK,SMOLT       ,10.5,,2010,FLEMING SPIT 221-10,6/16/2010,0,111383,,2,TM,"2,4H","1:1.2,2.4",PWS08CHIN,
NOT TAGGED,!01101ADFG07,AK,ADFG,H,FORT RICHARDSON,2008,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,9.5,,2010,PASSAGE CANAL 224-10,6/8/2010,0,108881,,2,TM,"2,4H","1:1.2,2.4",PWS08CHIN,
NOT TAGGED,!01101ADFG05,AK,ADFG,H,FORT RICHARDSON,2008,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,24.7,,2010,VALDEZ OLD TOWN SITE 221,8/13/2010,0,113801,,2,TM,"2,4H","1:1.2,2.4",PWS08CHIN,
NOT TAGGED,!01095PWSA01,AK,PWSA,H,A F KOERNIG,2008,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.29,55,2009,SAWMILL BAY 226-40,5/25/2009,0,15100000,,2,TM,"3,2nH","1:1.3,2.2n",WNH-AFK08,
